5D Architects Ltd,"764 Finchley Road, London, NW11 7TH",Tel: 0208 458 4326,www.5darchitects.org.uk,"The practice has been long established and concentrates on high quality residential projects. Nearly all commissions come through recommendation from previous clients.  Projects are for new houses and major refurbishment of existing properties. The aim is give a personal service and remove the headaches that are involved in working on private homes. The objectives of the practice are to provide light and space to luxury private homes. The need to understand the client’s wishes are paramount and the overall concept of each project is established early in the discussion stage so that the end product is what is desired. The practice has numerous satisfied clients and can provide as many references as may be required. The work is concentrated in the London Boroughs of Barnet, Camden, Kensington & Chelsea and Westminster."
5PA Architects Ltd,"3 Southwark Street, London, SE1 1RQ",Tel: 020 3371 1622,www.5pa.co.uk,
5plus Architects London Ltd,"5plus Architects London Ltd, 25 Chart Street, LONDON, N1 6FA",Tel: 020 7253 7644,www.5plusarchitects.com,"5plus is a creative, award winning design studio operating as one practice across offices in Manchester and London. We deliver core services of Architecture, Masterplanning, Urban Design, Interiors, Graphics and Branding.  We are founded on collaborative principles that are close to our hearts. We wanted to find a better way of working, a better way of delivering the best buildings and the best urban design solutions.  Collective experiences and knowledge are shared and ideas are created, informed and nurtured to deliver award winning schemes.  No single name above the door, team driven, shared pain and shared glory."
5plus Architects Ltd,"4th Floor, The Hive, 47 Lever Street, MANCHESTER, Lancashire, M1 1FN",Tel: 0161 228 0211,www.5plusarchitects.com,"5plus is a creative, award winning design studio operating as one practice across offices in Manchester and London. We deliver core services of Architecture, Masterplanning, Urban Design, Interiors, Graphics and Branding.  We are founded on collaborative principles that are close to our hearts. We wanted to find a better way of working, a better way of delivering the best buildings and the best urban design solutions.  Collective experiences and knowledge are shared and ideas are created, informed and nurtured to deliver award winning schemes.  No single name above the door, team driven, shared pain and shared glory."
5th Studio,"Unit 14, 21 Wren Street, LONDON, WC1X 0HF",Tel: 020 7837 7221,www.5thstudio.co.uk,
5th Studio Ltd,"Darkroom, Unit 8, Dales Brewery, Gwydir Street, CAMBRIDGE, Cambridgeshire, CB1 2LJ",Tel: 01223 516009,www.5thstudio.co.uk,"5th Studio is a design-led architecture practice with a growing reputation across Europe for its well-considered and energetic approach to architecture and urbanism. Our workload ranges from project values of £40,000 to £100 million, and from furniture design to large-scale urban design.  5th Studio are AJ / Corus 40 Under 40 award-winners  We participate in (and often initiate) high quality projects in a creative and vital way. We seek to create inspired settings for modern life."
74 Architects,"g1, waulk mill, Manchester, M4 6LN",Tel: 0161 960 0074,www.74architects.com,"We are seventyfour, a collective of award winning Architects and Designers, working together to provide an exemplar design service to a broad range of interesting clients.   Our team has over over 20 years of experience, gained whilst working for a range of distinguished practices in London, Manchester, Liverpool + Edinburgh. We lend our success, both individually and as a team of creative professionals, to our ability to fully understand the needs and aspirations of our clients.  Our creativity is a fluid thing, born of a rigorous design process developed over the years to ensure that every voice is heard and all members of our team are fully engaged.    We do not have a house style or a top-down design ethos. We are influenced by the attributes of each project and its context, and use a variety of methods to seek the qualities that contribute to a sense of place.   Our design process is about testing options, debating what works and discarding what doesn’t. This process of refinement allows us to explore a wide range of alternatives quickly and openly.   We fight for what is important to our clients and end users.  We can demonstrate how we consistently add value for our clients.  We are straight forward and communicate clearly.  We are approachable and friendly.  We design amazing places, buildings and spaces for the people who use them.  We enjoy what we do and you will enjoy working with us."
7N Architects,"7 Randolph Place, EDINBURGH, EH3 7TE",Tel: 0131 220 5541,www.7narchitects.com,"We are a design studio where architecture, masterplanning, urbanism, landscape and social entrepreneurship are woven together in a dynamic approach to environmental regeneration and transformational change.   Our strength lies in an holistic approach to making better places through ideas led strategies that are embedded in their physical, social and economic contexts. An approach that always seeks to unlock the full potential of a project opportunity and deliver added value and wellbeing in their widest sense."
8x8 Limited,"4 Kelmore Grove, London, SE22 9BH",Tel: 07734 102 854,www.8x8projects.com,"8x8 is a bespoke consultancy that provides tailored design solutions and management expertise with an emphasis on sports venues and major sporting events.   8x8 was established in 2012 by Pete & Celia Richardson, after Pete’s successful design and delivery of the Horse Guards Parade & The Mall venues for the London 2012 Olympics.   Pete and Celia have a wealth of experience working on high-profile projects from inception to completion. We have a broad knowledge of all aspects of the construction industry with excellent design and technical ability. We have worked for a number of renowned architects, both in the UK and internationally, and with Peter having originally trained and practiced as a structural engineer, embrace a multi-disciplinary approach.    OUR ETHOS  Our philosophy is to constantly scrutinise, challenge, and refine our response to a project, whilst encouraging our clients to contribute fully to the design process, as we consider this to be the most effective way to achieve a considered and appropriate solution.   We are talented and motivated people who share a passion to deliver a high quality service to the most challenging of projects. We work closely with our clients to realise the full potential of each project within its unique boundaries, and our solutions respond to the projects brief without preconceived ideas or ego.   COLLABORATION  In the summer of 2013 WilsonOwensOwens (WOO) and 8x8 came together on a successful bid as design services consultants for Rugby World Cup - England 2015.  The combination of WOO and 8x8 brings together the most influential designers on London 2012’s Venues team, respected in the sporting venue business worldwide because of our experience, understanding of operations, our creativity and our approach."
A & J Architects,"Ardnacree, School Lane, Collingham, WETHERBY, West Yorkshire, LS22 5BD",Tel: 01937 579 200,www.aj-architects.com,"A + J Architects have a hands-on, director led approach to all projects.  We are passionate about architecture and how it interacts within the built environment.   Based in Collingham, near Wetherby, we have built up a portfolio of projects in the following sectors:  Healthcare, Education, Residential, Commercial, Retail and Leisure.  We work throughout the Yorkshire and Lincolnshire areas with a number of completed buildings in Leeds, Harrogate, Wetherby, Boston and Grimsby."
A + G Architects Limited,"11 Leicester Road, LOUGHBOROUGH, Leicestershire, LE11 2AE",Tel: 01509 212310,www.aandgarchitects.com,A+G architects are committed to producing great design and providing a quality service throughout the design and construction process. We work collaboratively with a wide range of other disciplines to deliver successful projects and we recognise the importance of effective communication. We work on projects within most construction sectors but we do have a particular expertise in the education field.
A B Roger & Young Ltd,"9 MacGregor Street, BRECHIN, Angus, DD9 6AB",Tel: 01356 622125,,"This practice has a broad client base embracing the commercial, industrial,  private and public  sectors, a  large percentage  of  work involving residential properties."
A for Architect,"7 Carnarvon Court, Bretby, Burton-On-Trent, Staffordshire, DE15 0UA",,www.aforarchitect.co.uk,MAKE SPACE with A for Architect.   A for Architect is a creative and innovative Architects' Studio based near Burton-on-Trent. We offer a full range of Architectural Services and provide a friendly and personal service.  For more information about A for Architect check out our website.
A J Bunning Architect,"Hatherland Mill, Lower Washfield, Tiverton, Devon, EX16 9PG",Tel: 01398 351165,,
A M Meri Architects,"52 Fairway Avenue, WEST DRAYTON, Middlesex, UB7 7AN",Tel: 0189 5444 998,www.meriarchitects.com,"As architects we invest our time on developing ideas that lead to practical solutions to any given architectural challenges. Our unique design methods and techniques are not only for creating comfortable and pleasant spaces that benefit the society, but also to add lasting values."
A Small Studio Ltd,"Unit D, 228 Parkhall Business Centre, 40 Martell Road, LONDON, SE21 8EN",Tel: 020 8133 5675,www.asmallstudio.co.uk,"We are an architecture, planning & landscape practice based in London. We work with an interdisciplinary network of makers, builders, and designers leading to innovative collaborations. We undertake commissions both small and large and specialise in residential projects. We provide a tailored service: either managing your entire project or specified elements. Our unique process allows us to treat each project differently."
A Squared Architects,"1 Netherconesford, 93-95 King Street, NORWICH, Norfolk, NR1 1PW",Tel: 01603 664379,www.asquaredarchitects.com,
A.D.M.S Ltd Architects,"25a Spencer Road, LONDONDERRY, County Londonderry, BT47 6AA",Tel: 028 71341260,www.adms-ni.com,"Established in 1990, ADMS Ltd Architects have developed a strong reputation for meeting client requirements, along with consideration to the context of all architectural projects designed. Experienced design team members play an important part in initial feasibility and design studies, negotiating and gaining statutory approvals, and site execution. Combined with AutoCAD based design procedures the practice offers one-on-one commitment to achieving the best possible solution for a wide range of clients. A respect for sustainability, environment and built heritage helps ensure optimum and practical design solutions. Both completed works and ongoing projects within the practice reflect this ethos. As official distributors of Ordnance Survey Northern Ireland, ADMS Ltd can also offer additional mapping service requirements."
A.Nicholls,"11 7-12 Rowhill Mansions, Rowhill Road, London, E5 8ED",,www.anicholls.org,"Alex Nicholls (Sydney, Australia 1985) founded A.Nicholls in 2017 after working for renowned international architecture practices in Australia, Italy, Spain and the United Kingdom.  The office is currently focusing on international competitions for public cultural projects in which it has recently received several awards as well as being engaged in private residential projects in the UK and abroad."
A.P.C. Architects,"Burlington House, 369 Wellingborough Road, NORTHAMPTON, Northamptonshire, NN1 4EU",Tel: 01604 619 921,www.consultapc.co.uk,
A.S.A Architects,"A.S.A Architects, Petrusha, Newport, St. Germans, SALTASH, Cornwall, PL12 5NX",Tel: 07770 421624,www.asa-architect.co.uk,"ASA is a small practice with a diverse capability engaging in works from specialist extensions and conversions to larger residential, commercial, sports and leisure projects."
A.T.I Ltd,"11 Jerusalem Passage, LONDON, EC1V 4JP",Tel: 020 7336 1410,www.a-t-i.co.uk,
A+Studio,"73 Swallowdale, Iver Heath, IVER, Buckinghamshire, SL0 0EX",Tel: 01753 655391,www.2-hedz.com,"A+Studio provides a full range of services, tailored to the needs of clients with quality of service and end-product  as primary  professional objectives."
A2D Architecture Ltd,"2 Webbs Court, Buckhurst Avenue, Sevenoaks, Kent, TN13 1LZ",Tel: 01732 669 131,www.a2d.info,"welcome  we are living in the world of the quick fix, temporary, superficial and shocking. we are in danger of believing that this is enough. we seem to have forgotten our right to quality, durability, added value, innovation & excitement. it is time to look more closely . . .    attention to detail"
A449 Ltd,"266-268 Portobello High Street, Edinburgh, EH15 2AT",Tel: 0131 563 5152,www.a449.co.uk/,We create buildings that are respectfully and firmly rooted by their context. We love the fact that many of our projects allow the story of an existing building to continue.
AA Architecture Ltd,"Unit 97, Cariocca Business Park, 2 Sawley Road, Miles Platting, MANCHESTER, M40 8BB",Tel: 0161 312 1559,www.aa-architecture.co.uk,"The practice is committed to high quality service in Architecture, sustainability BIM (Building Information Modelling) and 3D visualisation to both private and public clients. We combine innovation and design elegance with practicalities in building consatruction to create high value works of architecture. Our clients range from private home owners to charity organisations, international property owners, developers and financial institutions in the UK and abroad and we pride ourselves in delivering the very best service to all. Our ethos is underpinned by the understanding of our client’s unique needs and ensuring that high value bespoke design is delivered sustainably in association with client. We design fascinating spaces and buildings for the people who use them. You will enjoy working with us."
AAB Architects,"Studio 9, Bickerton House, 25 Bickerton Road, LONDON, N19 5JT",Tel: 020 7281 8955,www.aabarchitects.co.uk,"AAB architects is a chartered practice, based in north London. We design a range of projects at different scales, from public parks through to individual homes, providing full architectural services from inception through to completion, mainly in the educational, residential and leisure sectors. Our clients include local authorities, commercial and private clients, charities and community organisations.   We specialise in work to existing buildings, and are experienced in developing practical strategies for adapting, converting and extending them. Working with other construction professionals we carry out whole building assessments to develop proposals that maximise the potential of existing structures. We also develop site development options appraisals, urban design and landscape projects.  We are keenly aware of the need to create a sustainable built environment, and take active steps to promote the intelligent use of natural and man-made materials and help clients address the need to reduce carbon emmissions and energy use. Where needed we are able to take on an enabling role to assist clients with project planning and fund raising, and know from experience that some projects require a long term commitment to reach fruition.   AAB architects are committed to achieving a high quality of design to create enjoyable and stimulating environments, and to produce durable and affordable buildings."
Aad Architects Ltd,"11-12 South Street, Park Hill, Sheffield, South Yorkshire, S2 5AY",Tel: 01142 759 896,www.aadarchitects.co.uk,
Aaron Chetwynd Architect Studio LLP,"3 New Stables, Ingestre, Stafford, Staffordshire, ST18 0RE",Tel: 01889 270 013,www.aaronchetwynd.com,"We specialise in contemporary architecture with an edge in conservation. Our focus is on Contemporary One off Houses. We also have expertise working on offices and commercial space around the UK Including Dior Homme and other Boutique shops. Majority of our work is in London and Staffordshire. We also have international experience working in France, Corsica and Bulgaria.   Please see related projects."
Aaron Evans Architects Ltd,"3, Gay Street, Bath, BA1 2PH",Tel: 01225 466 234,www.aaronevans.com,"We have earned a reputation as an award-winning, design led practice, producing sustainable, contemporary architecture in sensitive and historic contexts, whilst working within commercial constraints."
Abacus Chartered Architects & Designers,"26 Vittoria Street, BIRMINGHAM, West Midlands, B1 3PE",Tel: 0121 608 3700,www.abacusarchitects.co.uk,We aim to provide a friendly and efficient service allied to good design and sound construction principles
Abbey Design,"Canterbury Innovation Centre, University Road, CANTERBURY, Kent, CT2 7FG",Tel: 01227 250 088,www.abbey-design.org,
Abbyad Architect,"17 Hornbeam Avenue, Chatham, Kent, ME5 8DB",Tel: 01634 660 755,www.abbyad.co.uk,"I gained my Architectural Diploma with Honours at the University of Greenwich. Since establishing the Abbyad Architect Practice in 1995, I have worked with both private and commercial clients across the South East and beyond. Dealing with both modern and historic buildings, I can provide a complete service, which tailors to the needs of the individual or company. I work alone, so you are assured of my personal service. With many years of professional experience, I work with passion and creativity. I provide appropriate, attractive, cost effective building solutions that reflect the needs, aesthetics and budget of my clients both large and small."
Abell Nepp,"74 Margaret Street, London, W1W 8SU",Tel: 020 7612 1583,www.abell-nepp.co.uk,"Abell Nepp provides architectural design and consulting on science-based and higher education building projects.  Formed in 2009, we are a highly experienced team providing high-value strategic briefing, laboratory planning, and architectural expertise for complex building projects.   We assist clients by providing up-front services ranging from strategic design and briefing input to scoping and budgeting studies, options appraisals, and business case activities providing projects with a sound and realistic foundation to enable their successful delivery. Abell Nepp has ten staff and a close network of specialists in other dedicated areas of science and technology. Working with our clients and their teams, including lead architects, we are able to flexibly tailor our services to the individual project’s needs in a high-value, cost effective consultancy.  Our Ambition: To create buildings where scientists can excel, inspired by their own discoveries, their colleagues, and their physical surroundings.  Our work with leading universities, research institutes, and technology-led companies shows how we succeed. Vibrant and exciting environments inspire researchers; enhancing collaboration and interaction with their colleagues and surroundings, and achieving potential new multi-disciplinary ways of working. Our task as architects is to understand how scientists want to work and to design the spaces they need within the strictures of site and context. These processes are equally important whether designing new buildings or refurbishing existing buildings."
ABHRA,"76 Portland place, London, UK, W1B 1NT",Tel: 02087691082,www.abhra.co.uk,"Every project is unique. We always look for something inspiring from the outset to create a beautiful, stand-alone design. Many of our projects have been delivered in constrained urban sites, our homes are carefully planned and intricately detailed.  Founded in 2015 by Alex Bilton and Helen Reid, ABHRA brings together combined expertise of the partners from 20 years’ experience of delivering award-winning projects across London and the south east."
ABIR Architects,"ABIR Architects, Unit 1, Beta House, St. Johns Road, HOVE, East Sussex, BN3 2FX",Tel: 01273 724384,www.abir.co.uk,"ABIR architects believe passionately in creating a high quality, sustainable architecture.   We are a dynamic and forward looking architectural practice founded on the equality of our architectural ambitions to deliver responsible, design led architecture that is part of its local community.  Olli Blair, Giles Ings and Matthew Richardson have over 65 years experience in the architectural design and construction industry, 30 years of which have been as professionally qualified chartered (RIBA) and registered (ARB) architects and they have won many awards for their architecture.   The directors wide ranging experience in numerous industry sectors including housing, medical, community, education, domestic and retail, allied with experience and expertise in the UK, Europe and the Middle East gives ABIR architects a wide breath and depth of knowledge in thier field."
Abito Architects,"No 2, Riversleigh Avenue, Lytham, Lancs, FY8 5QZ",Tel: 01253 794 206,www.abitoarchitects.com,"Abito Architects draws from broad, award winning experience, working at senior level within a number of leading UK practices. Creativity, sustainability and cost effectiveness are key aims and these factors drive our approach to each project we undertake. We work closely with our clients to ensure that our architectural solutions meet aspirations. During the challenging economic climate of recent years much of our work has been within existing buildings. Extensions and remodelling of offices, barn developments, private homes and medical practices, often within the context of sensitive conservation areas and listed buildings. The tailored approach required for such projects has proved a natural extension of the practice ethos."
Abode Architects LLP,"The Forge, 5 Upper Church Lane, FARNHAM, Surrey, GU9 7PW",Tel: 01252 820030,www.abode.org.uk,"Abode Architects are very versatile, energetic and enthusiastic young practice. We are based in a converted Blacksmiths Forge in the centre of beautiful Farnham in Surrey.   The practice is currently undertaking the refurbishment of a stunning modernist house in Haslemere and several one-off new build houses in Farnham.  The practice uses 3D CAD modelling for buildings and landscape.   Private clients, developer and goverment department clients enjoy the same highly proffesional and personalised service.   Clients are invited to the office and walkthrough visualisations, queries, changes and discussions, make the design process a very open, enjoyable and interactive one.  In September 2007, we were delighted to be joined by Vivienne Conway, an architects assistant from Australia.   Quality, honesty and design excellence is paramount in all the projects which we undertake."
ABP Chartered Architects,"100 Northwood Road, THORNTON HEATH, Surrey, CR7 8HR",Tel: 020 8289 0800,www.abpriba.co.uk,"ABP endeavours to work with all clients as members of the design team, assisting them through the complex requirements of the planning, building and other legal and statutory requirements governing the building process.  ABP believes that the project belongs to the client at the very start, and will work closely with the client to realise the final architectural outcome.   Bernard Humphrey-Gaskin is the head of practice for ABP.   He qualified as an architect in 1987, and has a vast experience in the design and construction on various building types and has worked for notable practices such as RHWL, The Property Services Agency and WS Atkins.  Bernard has run his own architectural business since 1991, and has worked in the educational, commercial and residential sectors.  He also has experience in theatre projects, ecological and green design projects, and as an expert party wall surveyor he is a member of the Pyramus & Thisbe Club."
ABQ Studio,"Bentley Wood, Knowle Lane, Halland, LEWES, East Sussex, BN8 6PR",Tel: 01825 841414,www.abqstudio.com,We aim to provide a sensitive and pragmatic response to each project's unique circumstances.
Absolute Architecture,"Crowsteps, Tydehams, NEWBURY, Berkshire, RG14 6JT",Tel: 01635 528188,www.absolute-architecture.co.uk,"Absolute Architecture in Newbury, Berkshire, specialise in residential architecture and design. Our architects and interior designers bring together the right mix of home specialists, providing you with access to a multidisciplinary team of excellent local builders, suppliers and designers – everyone you need to complete your project. .  We only work on the residential projects that we really enjoy. This means that you are our complete priority – and we can tailor our services specifically to suit homeowners, providing both architecture and interior design services.  We take the time to understand the way you want to live. Every home is different. That’s why we approach each one with the individual care and attention it deserves. From contemporary to traditional, extensions to loft conversions, interior makeovers or new build eco houses – it’s about creating beautiful yet practical living spaces.   We have years of experience working in West Berkshire and surrounding areas and we know the property market intimately. We can quickly identify where you can add best value to your property. Our designs are costed at all stages and we will help you determine the optimum budget for your project in context."
